cor,secao,retranca
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DO BUTANTÃ,BGJMADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE SÃO MATEUS,BGJNADM
s5,"ESPORTES, LAZER E RECREAÇÃO",
s6,GABINETE DO SECRETÁRIO,BHAAADM
s6,ASSESSORIA JURIDICA,BHAABDM
s6,RECURSOS HUMANOS,BHAACDM
s6,NÚCLEO DE SUPORTE TÉCNICO,BHAADDM
s10,COORDENADORIA DE GESTÃO DAS POLÍTICAS E PROGRAMAS DE ESPORTE E LAZER,BHABADM
s6,COORDENADORIA DE GESTÃO DAS POLÍTICAS E PROGRAMAS DE ESPORTE E LAZER,BHACADM
s10,COORDENADORIA DE GESTÃO ESTRATÉGICA DOS EQUIPAMENTOS,BHADADM
s10,COORDENADORIA DE GESTÃO DO ESPORTE DE ALTO RENDIMENTO,BHAEADM
s10,ESTÁDIO DO PACAEMBU,BHAFADM
s10,AUTÓDROMO DE INTERLAGOS,BHAGADM
s5,ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL,
s6,GABINETE DO SECRETÁRIO,BIAAADM
s6,ASSESSORIA JURÍDICA,BIABADM
s10,COORDENADORIA DE GESTÃO ADMINISTRATIVA,BIBAADM
s6,COORDENADORIA DE GESTÃO ADMINISTRATIVA,BIBDADM
s6,SUPERVISÃO TÉCNICA DE SUPRIMENTOS,BIBGADM
s6,SUPERVISÃO TÉCNICA DE SUPRIMENTOS,BIBGCDM
s6,CONVÊNIOS,BIBGEDM
s6,COMPRAS,BIBGGDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,BIBJADM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,BIBJCDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,BIBJEDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,BIBJHDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,BIBJLDM
s10,COORDENADORIA DE GESTÃO DE PESSOAS,BICAADM
s6,SUPERVISÃO DE EVENTOS FUNCIONAIS,BICADDM
s6,SUPERVISÃO DE EVENTOS FUNCIONAIS,BICAFDM
s6,SUPERVISÃO DE EVENTOS FUNCIONAIS,BICAHDM
s10,SUPERVISÃO GERAL DE PLANEJAMENTO E CONTROLE,BIDAADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL SUDESTE,BIEBADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL LESTE,BIECADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL CENTRO-OESTE,BIEDADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL SUL,BIEEADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL NORTE,BIEFADM
s5,FINANÇAS E DESENVOLVIMENTO ECONÔMICO,
s6,GABINETE DO SECRETÁRIO,BJAAADM
s6,DIVISÃO DE DESENVOLVIMENTO DE CAPACITAÇÃO DE RH,BJANADM
s10,CONSELHO MUNICIPAL DE TRIBUTOS,BJAWADM
s10,COORDENADORIA DO PMAT,BJBAADM
s10,AUDITORIA GERAL,BJCAADM
s10,SUBSECRETARIA DA RECEITA MUNICIPAL,BJGAADM
s6,DIVISÃO DE MAPA DE VALORES - DIMAP,BJGBADM
s6,SUBDIVISÃO DE PESQUISA E ANÁLISE DE VALORES IMOBILIÁRIOS,BJGBBDM
s6,SUBDIVISÃO DE CARTOGRAFIA FISCAL,BJGBCDM
s6,SUBDIVISÃO DE CADASTRO DE LOGRADOUROS,BJGBDDM
s6,DIVISÃO DO CADASTRO DE IMÓVEIS - DICIM,BJGCADM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-NORTE-OESTE,BJGCBDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-NORTE-OESTE,BJGCCDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-NORTE-OESTE,BJGCDDM
s6,DIVISÃO DO CADASTRO DE IMÓVEIS,BJGDADM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-SUL,BJGDBDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-SUL,BJGDCDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-SUL,BJGDDDM
s6,DIVISÃO DO CADASTRO DE IMÓVEIS,BJGEADM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-LESTE,BJGEBDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-LESTE,BJGECDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-LESTE,BJGEDDM
s6,"DIVISÃO DE LANÇAMENTO, COBRANÇA E PARCELAMENTO - DICOP",BJGFADM
s6,DIVISÃO DO CADASTRO DE IMÓVEIS,BJGFBDM
s6,SUBDIVISÃO DE LANÇAMENTO,BJGFCDM
s6,SUBDIVISÃO DE LANÇAMENTO,BJGFDDM
s6,DIVISÃO DO CADASTRO DE PESSOAS - DICAP,BJGGADM
s6,DIVISÃO DO CADASTRO DE PESSOAS - DICAP,BJGGBDM
s6,DIVISÃO DO CADASTRO DE PESSOAS - DICAP,BJGGFDM
s6,"DIVISÃO DE IMUNIDADES, ISENÇÕES, INCENTIVOS FISCAIS E REGIMES ESPECIAIS - DIESP",BJGHADM
s6,SUBDIVISÃO DE IMUNIDADES - SUBIM,BJGHBDM
s6,SUBDIVISÃO DE ISENÇÕES E INCENTIVOS FISCAIS - SUBIS,BJGHCDM
s6,SUBDIVISÃO DE TRIBUTAÇÃO DA TRANSMISSÃO DE BENS IMÓVEIS - SUBIT,BJGHDDM
s6,DEPARTAMENTO DE ARRECADAÇÃO E COBRANÇA - DECAR,BJGIADM
s6,DEPARTAMENTO DE FISCALIZAÇÃO - DEFIS,BJIAADM
s6,DEPARTAMENTO DE FISCALIZAÇÃO - DEFIS,BJIABDM
s6,DEPARTAMENTO DE FISCALIZAÇÃO - DEFIS,BJIACDM
s6,DEPARTAMENTO DE FISCALIZAÇÃO - GABINETE DO SECRETÁRIO,BJIBADM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - HABITE-SE,BJIBBDM
s6,DIVISÃO DO SETOR DE SERVIÇOS - DISER,BJIBCDM
s6,DIVISÃO DO SETOR FINANCEIRO - DIFIN,BJIBDDM
s6,DIVISÃO DO CADASTRO DE PESSOAS - DICAP,BJICADM
s6,DIVISÃO DE JULGAMENTO - DIJUL,BJICBDM
s6,DIVISÃO DE JULGAMENTO - DIJUL,BJICCDM
s6,DIVISÃO DE JULGAMENTO - DIJUL,BJICDDM
s6,SUBDIVISÃO DE CANCELAMENTO,BJICEDM
s6,SUBDIVISÃO DE COBRANÇA E PARCELAMENTO,BJICFDM
s6,DIVISÃO DO SETOR DE SERVIÇOS - DISER,BJIDADM
s6,DIVISÃO DE DECLARAÇÕES FISCAIS - DIDEF,BJIDBDM
s6,DIVISÃO DO SETOR DE SERVIÇOS - DISER,BJIDCDM
s6,DIVISÃO DO SETOR DE COMÉRCIO E INDÚSTRIA - DICIN,BJIEADM
s6,DIVISÃO DO SETOR DE COMÉRCIO E INDÚSTRIA - DICIN,BJIEBDM
s6,DIVISÃO DO SETOR DE COMÉRCIO E INDÚSTRIA - DICIN,BJIECDM
s6,DIVISÃO DO SETOR DE COMÉRCIO E INDÚSTRIA - DICIN,BJIEDDM
s6,DIVISAO DE FISCALIZAÇÃO DO SETOR DE SERVIÇOS – DISER,BJIFADM
s6,DIVISÃO DE FISCALIZAÇÃO DO SETOR DE SERVIÇOS- DISER,BJIFBDM
s6,DIVISÃO DE JULGAMENTO,BJIFCDM
s6,DIVISÃO DO SETOR DE SERVIÇOS,BJIFDDM
s6,DIVISÃO DE LANÇAMENTO COBRANÇA E PARCELAMENTO – DICOP.,BJIGADM
s6,"DIVISÃO DE IMUNIDADES, ISENÇÕES, INCENTIVOS FISCAIS E REGIMES ESPECIAIS",BJIGBDM
s6,SUBDIVISÃO DE COBRANÇA E PARCELAMENTO,BJIGCDM
s6,"DIVISÃO DE PROGRAMAÇÃO, CONTROLE E AVALIAÇÃO - DIPRO",BJIHADM
s6,"DIVISÃO DE PROGRAMAÇÃO, CONTROLE E AVALIAÇÃO - DIPRO",BJIHBDM
s6,"DIVISÃO DE PROGRAMAÇÃO, CONTROLE E AVALIAÇÃO - DIPRO",BJIHCDM
s6,DEPARTAMENTO DE TRIBUTAÇÃO E JULGAMENTO - DEJUG,BJIIADM
s6,"DIVISÃO DE LEGISLAÇÃO, NORMAS E CONSULTAS - DILEG",BJIIBDM
s6,DIVISÃO DE ACOMPANHAMENTO DO CONTECIOSO ADMINISTRATIVO E JUDICIAL - DICAJ,BJIICDM
s10,SUBSECRETARIA DO TESOURO MUNICIPAL,BJLAADM
s6,DIVISÃO TÉCNICA DE PROGRAMAÇÃO FINANCEIRA - DIPRF,BJLACDM
s6,DIVISÃO TÉCNICA DE PROGRAMAÇÃO FINANCEIRA - DIPRF,BJLAEDM
s6,DEPTO DE CONTADORIA - DECON,BJMAADM
s12,HABITAÇÃO,
s13,GABINETE DO SECRETÁRIO,BKAAADM
s13,SEHAB - CPA,BKAABDM
s13,GABINETE DO SECRETÁRIO ADJUNTO,BKAACDM
s13,ASSESSORIA TÉCNICA E JURÍDICA,BKABADM
s13,SEHAB-PROCENTRO,BKACDDM
s13,SGAF - SUPERVISÃO DE ADMINISTRAÇÃO,BKAFADM
s13,SGAF - GABINETE DO SUPERVISOR,BKAFBDM
s13,SGAF - SUPERVISÃO DE EXECUÇÃO ORÇAMENTÁRIA E FINANCEIRA,BKAGADM
s11,COORDENADORIA DE REGULARIZAÇÃO FUNDIÁRIA – CRF-G,BKFAADM
s17,ASSESSORIA JURÍDICA – CRFG-AJ,BKFBADM
s17,ASSESSORIA ADM/FINANCEIRA – CRF-G-AF,BKFCADM
s17,ASSESSORIA DE CADASTRO E INFORMAÇÕES – CRF-G- ASSES. CADASTRO,BKFDADM
s17,DEPARTAMENTO DE REGULARIZAÇÃO FUNDIÁRIA – DTR-G,BKFEADM
s17,DIVISÃO TÉCNICA DE ÁREAS PARTICULARES – DTR-1,BKFFADM
s17,DIVISÃO TÉCNICA DE MANANCIAS – DTR-2,BKFGADM
s17,DIVISÃO TÉCNICA DE ÁREAS PÚBLICAS – DTR-3,BKFHADM
s17,DIVISÃO TÉCNICA DE ASSIST. GRATUÍTA – DTR-4,BKFIADM
s19,"COORDENADORIA DE GESTÃO DE PROGRAMAS, PROJETOS E OBRAS",BKGAADM
s13,DEPARTAMENTO DE PROJETOS E OBRAS,BKGBADM
s13,SUPERVISÃO DE EXECUÇÃO ORÇAMENTÁRIA E FINANCEIRA,BKGCADM
s20,COORDENADORIA DE GESTÃO DO ATENDIMENTO SOCIAL - CAS,BKHAADM
s10,CONSELHO MUNICIPAL DE HABITAÇÃO,BKIAADM
s5,LICENCIAMENTO,
s6,GABINETE DO SECRETÁRIA,BKLAADM
s6,COORDENADORIA DE EDIFICAÇÃO DE USO RESIDENCIAL,BKLBADM
s6,COORDENADORIA DE EDIFICAÇÃO DE SERVIÇOS E USO INSTITUCIONAL,BKLCADM
s6,COORDENADORIA DE EDIFICAÇÃO DE USO COMERCIAL E INDUSTRIAL,BKLDADM
s6,COORDENADORIA DE PARCELAMENTO DO SOLO E DE HABITAÇÃO DE INTERESSE SOCIAL,BKLEADM
s6,COORDENADORIA DE ATIVIDADE ESPECIAL E SEGURANÇA DE USO,BKLFADM
s6,SUPERVISÃO GERAL DE INFORMAÇÃO,BKLGADM
s6,SUPERVISÃO GERAL DE ADMINISTRAÇÃO E FINANÇAS ,BKLHADM
s5,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,
s6,GABINETE DO SUPERINTENDENTE,BLAAADM
s6,EXPEDIENTE,BLACADM
s6,ESCOLA DE ENFERMAGEM,BLAEADM
s6,COMISSÃO DE ENSINO,BLAGADM
s6,COMISSÃO DE JULGAMENTO DE LICITAÇÃO,BLAIADM
s6,DIVISÃO ADMINISTRATIVA,BLBAADM
s6, COMPRAS,BLBCADM
s6, RECURSOS HUMANOS,BLBEADM
s6,GESTÃO DE TALENTOS,BLBECDM
s6, CONTABILIDADE,BLBGADM
s6,GERÊNCIA DE SUPRIMENTOS,BLBHADM
s6,GERÊNCIA TÉCNICA DE APOIO TERAPEUTICO,BLBIADM
s5,INSTITUTO DE PREVIDÊNCIA MUNICIPAL,
s6,GABINETE DO SUPERINTENDENTE,BMAAADM
s6,JURIDICO,BMBAADM
s6,BENEFICIOS,BMCAADM
s6,DIVISÃO DE ASSUNTOS INTERNOS,BMDAADM
s6, LICITAÇÃO,BMEAADM
s6,DIVISÃO DE FINANÇAS E CONTABILIDADE,BMFAADM
s5,NEGÓCIOS JURÍDICOS,
s6,GABINETE DO SECRETÁRIO,BNAAADM
s6,DIVISÃO TÉCNICA DE ADMINISTRAÇÃO DE PESSOAL,BNABADM
s6,SEÇÃO TÉCNICA DE ADMINISTRAÇÃO DE PESSOAL,BNACADM
s6,DIVISÃO TÉCNICA DE CONTABILIDADE,BNADADM
s10,CONSELHO MUN. DE ACIDENTES COM VIATURAS MUNICIPAIS - COMUV,BNBAADM
s10,PROCURADORIA GERAL DO MUNICÍPIO - PGM,BNDAADM
s6,CHEFE DE GABINETE DO SECRETÁRIO,BNDABDM
s6,ASSESSORIA JURÍDICA,BNDACDM
s6,DIVISÃO ADMINISTRATIVA,BNDADDM
s6,CONTABILIDADE,BNDAEDM
s6,DEPTO PESSOAL,BNDAFDM
s10,CENTRO DE ESTUDOS JURÍDICOS,BNDBADM
s10,COMISSÃO PERMANENTE AVALIAÇÃO DE CONCESSÃO CERTIFICADOS CONCLUSÃO,BNDCADM
s10,CONSELHO DA PROCURADORIA GERAL DO MUNICÍPIO,BNDDADM
s10,ESCOLA SUPERIOR DE DIREITO PÚBLICO MUNICIPAL,BNDEADM
s10,DEPTO DE DESAPROPRIAÇÕES,BNFAADM
s6,DESAP - UNIDADE DE PESSOAL,BNFADDM
s10,DEPTO FISCAL,BNHAADM
s6,ASSESSORIA JURIDICA,BNHABDM
s6,FISC-5,BNHACDM
s10,DEPTO JUDICIAL,BNJAADM
s6,ASSISTÊNCIA ADMINISTRATIVA,BNJBADM
s6,DIVISÃO ADMINISTRATIVA (SETOR DE PESSOAL),BNJCADM
s6,JUD - 1,BNJDADM
s6,JUD - 2,BNJEADM
s6,JUD - 3,BNJFADM
s6,JUD - 4,BNJGADM
s10,DEPTO DE DEFESA DO MEIO AMBIENTE E DO PATRIMÔNIO,BNLAADM
s6,DEMAP -    DIVISÃO ADMINISTRATIVA,BNLEADM
s10,DEPTO DE PROCEDIMENTOS DISCIPLINARES,BNNAADM
s6,PROCED - GABINETE DO DIRETOR,BNNABDM
s6,PROCED - DIVISÃO,BNNACDM
s6,PROCED 1,BNNBADM
s6,PROCED-111,BNNBBDM
s6,PROCED-112,BNNBCDM
s6,PROCED-113,BNNBDDM
s6,PROCED-114,BNNBEDM
s6,PROCED-121,BNNBFDM
s6,PROCED-122,BNNBGDM
s6,PROCED-123,BNNBHDM
s6,PROCED-124,BNNBIDM
s6,PROCED 2,BNNCADM
s6,PROCED-211,BNNCBDM
s6,PROCED-212,BNNCCDM
s6,PROCED-213,BNNCDDM
s6,PROCED-214,BNNCEDM
s6,PROCED-221,BNNCFDM
s6,PROCED-222,BNNCGDM
s6,PROCED-223,BNNCHDM
s6,PROCED-224,BNNCIDM
s6,PROCED 3,BNNDADM
s6,PROCED - OBS,BNNEADM
s5,DESENVOLVIMENTO URBANO,
s6,GABINETE DO SECRETÁRIO,BOFAADM
s6,ASSESSORIA TÉCNICA DE POLÍTICA URBANA,BOFABDM
s6,ASSESSORIA TÉCNICA DE OPERAÇÃO URBANA,BOFACDM
s6,COORDENADORIA DE ADMINISTRAÇÃO E FINANÇAS,BOFADDM
s6,FUNDO DE DESENVOLVIMENTO URBANO - FUNDURB,BOFAEDM
s6,ASSESSORIA TÉCNICA DE DESENVOLVIMENTO URBANO,BOFAFDM
s10,CONSELHO MUNICIPAL DE POLÍTICA URBANA - CMPU,BOFBADM
s10,CÂMARA TÉCNICA DE LEGISLAÇÃO URBANÍSTICA - CTLU,BOFCADM
s10,DEPTO DE URBANISMO,BOFDADM
s10,DEPTO DE USO DO SOLO,BOFEADM
s10,DEPTO DE ESTATÍSTICA E PRODUÇÃO DE INFORMAÇÃO,BOFFADM
s10,COMISSÃO DE PROTEÇÃO À PAISAGEM URBANA - CPPU,BOFGADM
s5,SAÚDE,
s6,GABINETE DO SECRETÁRIO,BPAAADM
s6,DIVISÃO FINANCEIRA,BPABADM
s6,SMS-2,BPACADM
s6,SMS-3 - SUPRI,BPADADM
s6,SMS-3 - SUPRI,BPADBDM
s6,SMS-3 - SUPRI,BPADCDM
s6,SMS-34,BPAEADM
s6,"CECOM - DIVISÃO TÉCNICA DE FISCALIZAÇÃO , COMUNICAÇÃO E INFORMAÇÃO",BPAFADM
s6,CEFOR - CENTRO DE FORMAÇÃO E DESENVOLVIMENTO DOS TRABALHADORES DA SAÚDE,BPAGADM
s6,SMS - BRIGADEIRO,BPAHADM
s6,SMS - DTT,BPAIADM
s6,CONSELHOS GESTORES DA SMS,BPAJADM
s10,HOSP. MUN. E MAT. ESCOLA DR. MÁRIO DE MORAES ALTENFELDER DA SILVA,BPAKADM
s10,ASPLAN - ASSESSORIA DE PLANEJAMENTO,BPBAADM
s10,CENTRO DE CONTROLE DE ZOONOZES - CCZ,BPCAADM
s10,"CENTRO DE EPIDEMIOLOGIA , PESQUISA E INFORMAÇÕES - CEPI",BPDAADM
s10,CENTRO PARA ORGANIZAÇÃO DA ATENÇÃO A SAÚDE,BPEAADM
s6,CENTRO DE RECURSOS HUMANOS - CRH,BPFAADM
s6,CENTRO DE RECURSOS HUMANOS - CRH-1,BPFABDM
s6,CENTRO DE RECURSOS HUMANOS - CRH-2,BPFACDM
s6,CENTRO DE RECURSOS HUMANOS - CRH-3,BPFADDM
s6,CENTRO DE RECURSOS HUMANOS - CRH-INFO,BPFAEDM
s10,COORDENAÇÃO DE VIGILÂNCIA EM SAÚDE - COVISA,BPGAADM
s10,COORDENADORIA REGIONAL DE SAÚDE SUDESTE,BPLAADM
s10,COORDENADORIA REGIONAL DE SAÚDE LESTE,BPMAADM
s10,COORDENADORIA REGIONAL DE SAÚDE CENTRO-OESTE,BPNAADM
s10,COORDENADORIA REGIONAL DE SAÚDE SUL,BPOAADM
s10,COORDENADORIA REGIONAL DE SAÚDE NORTE,BPPAADM
s6,ASSESSORIA JURIDICA,BPPABDM
s5,AUTARQUIA HOSPITALAR MUNICIPAL,
s6,GABINETE DO SUPERINTENDENTE,BPWAADM
s6,ASSESSORIA JURÍDICA,BPWABDM
s6,DIRETORIA DE GESTÃO DE PESSOAL,BPWBADM
s6,HM PROF. MARIO DEGNI,BPWBBDM
s6,HM DR. JOSÉ SOARES HUNGRIA,BPWBCDM
s6,HM DR. ARTHUR RIBEIRO DE SABOYA,BPWBDDM
s6,HM DR. BENEDICTO MONTENEGRO,BPWBEDM
s6,HM DR. CARMINO CARRICHIO,BPWBFDM
s6,HM DR. ALEXANDRE ZAIO,BPWBGDM
s6,HM IGNÁCIO PROENÇA DE GOUVEIA,BPWBHDM
s6,HM DR. FERNANDO MAURO PIRES ROCHA,BPWBIDM
s6,HM DR. ALÍPIO CORREA NETO,BPWBJDM
s6,HM TIDE SETUBAL,BPWBKDM
s6,HM PROF. WALDOMIRO DE PAULA,BPWBLDM
s5,SERVIÇO FUNERÁRIO DO MUNICÍPIO DE SÃO PAULO,
s6,GABINETE DO SUPERINTENDENTE,BQAAADM
s10,DEPARTAMENTO  DE ADMINISTRAÇÃO E FINANÇAS,BQCAADM
s6,DEPARTAMENTO  DE ADMINISTRAÇÃO E FINANÇAS - VILA MARIA,BQCBADM
s10,DEPARTAMENTO  DE CEMITÉRIOS,BQDAADM
s10,DEPARTAMENTO DE PRODUÇÃO,BQEAADM
s5,SERVIÇOS,
s6,GABINETE DO SECRETÁRIO,BRAAADM
s6,DIVISÃO TÉCNICA DE FROTAS E OFICINA,BRAKADM
s10,DEPTO DE ILUMINAÇÃO PÚBLICA,BRFAADM
s5,AUTORIDADE MUNICIPAL DE LIMPEZA URBANA ,
s6,GABINETE DO SECRETÁRIO,BRHAADM
s6,DIRETORIA DE GESTÃO DE SERVIÇOS,BRHBADM
s5,TRANSPORTES,
s6,GABINETE DO SECRETÁRIO,BSAAADM
s10,DEPTO DE TRANSPORTES INTERNOS,BSCAADM
s10,DEPTO DE OPERAÇÃO E SISTEMA VIÁRIO,BSDAADM
s6,D.S.V. - ASSESSORIA JURÍDICA,BSDBADM
s6,D.S.V. - 4,BSDCADM
s6,D.S.V. - 401,BSDCBDM
s10,DEPTO DE TRANSPORTES PÚBLICOS,BSEAADM
s6,D.T.P. - 1,BSEBADM
s6,D.T.P. - 3,BSECADM
s5,VERDE E DO MEIO AMBIENTE,
s6,GABINETE DO SECRETÁRIO,BTAAADM
s6,ASSESSORIA JURÍDICA,BTABADM
s6,ASSESSORIA DA CÂMARA TÉCNICA DE COMPENSAÇÃO AMBIENTAL ( CCA ),BTAFADM
s6,ASSESSORIA DE COMUNICAÇÃO E EVENTOS ( ACE ),BTAGADM
s10,DEPTO DE CONTROLE DA QUALIDADE AMBIENTAL,BTBAADM
s6,DEPTO DE CONTROLE DA QUALIDADE AMBIENTAL ( DECONT-1 ),BTBABDM
s6,DEPTO DE CONTROLE DA QUALIDADE AMBIENTAL ( DECONT-2 ),BTBACDM
s6,DEPTO DE CONTROLE DA QUALIDADE AMBIENTAL (DECONT-3 ),BTBADDM
s10,DEPTO DE PLANEJAMENTO AMBIENTAL,BTCAADM
s6,DIVISÃO TÉCNICA DE PLANEJAMENTO,BTCBADM
s6,DIVISÃO TÉCNICA DE POLÍTICAS AMBIENTAIS E TRANSPORTES NÃO MOTORIZADOS,BTCCADM
s6,DIVISÃO TÉCNICA DE SISTEMAS DE INFORMAÇÕES AMBIENTAIS,BTCDADM
s6,DIVISÃO TÉCNICA DE PATRIMÔNIO AMBIENTAL,BTCEADM
s10,DEPTO DE PARQUES E ÁREAS VERDES,BTDAADM
s6,DIVISÃO TÉCNICA DE PROTEÇÃO DE AVALIAÇÃO AMBIENTAL - DPAA,BTDABDM
s6,DIVISÃO TÉCNICA DE UNIDADES DE CONSERVAÇÃO E PROTEÇÃO DA BIODIVERSIDADE,BTDACDM
s6,DIVISÃO TÉCNICA DE MANEJO E CONSERVAÇÃO DE PARQ. E ÁREAS VERDES E REC.NAT. - DEPAVE-5,BTDADDM
s10,DEPTO DE EDUCAÇÃO AMBIENTAL E CULTURA DE PAZ - UMAPAZ,BTEAADM
s6,DIVISÃO TÉCNICA ESCOLA MUNICIPAL DE JARDINAGEM,BTEBADM
s6,DIVISÃO TÉCNICA DE ASTRONOMIA E ASTRIFÍSICA,BTECADM
s6,DIVISÃO TÉCNICA DE FORMAÇÃO,BTEDADM
s6,DIVISÃO TÉCNICA DE DIFUSÃO E PROJETOS DE EDUCAÇÃO AMBIENTAL,BTEEADM
s6,CENTRO DE DOCUMENTAÇÃO TÉCNICA ,BTEFADM
s10,DEPTO DE PARTICIPAÇÃO E FOMENTO A POLÍTICAS PÚBLICAS,BTFAADM
s6,DIVISÃO TÉCNICA DE GERENCIAMENTO DO CADES,BTFBADM
s6,DIVISÃO TÉCNICA DE GERENCIAMENTO DO FEMA/CONFEMA,BTFCADM
s10,DEPTO DE GESTÃO DESCENTRALIZADA,BTGAADM
s6,DIVISÃO TÉCNICA DO NÚCLEO DE GESTÃO DESCENTRALIZADA – NORTE,BTGBADM
s6,DIVISÃO TÉCNICA DO NÚCLEO DE GESTÃO DESCENTRALIZADA - SUL,BTGCADM
s6,DIVISÃO TÉCNICA DO NÚCLEO DE GESTÃO DESCENTRALIZADA - LESTE,BTGDADM
s6,DIVISÃO TÉCNICA DO NÚCLEO DE GESTÃO DESCENTRALIZADA - CENTRO-OESTE,BTGEADM
s10,DEPTO DE ADMINISTRAÇÃO E FINANÇAS,BTHAADM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-1 ),BTHBADM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-2 ),BTHCADM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-2 ),BTHCBDM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-2 ),BTHCCDM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-2 ),BTHCDDM
s6,DEPTO DE ADMINISTRAÇÃO E FINANÇAS ( DAF-3 ),BTHDADM
s5,INFRA-ESTRUTURA URBANA E OBRAS,
s6,GABINETE DO SECRETÁRIO,BUAAADM
s6,COMISSÃO PERMANENTE DE LICITAÇÃO,BUADADM
s10,DEPTO DE CONTROLE E USO DE VIAS PÚBLICAS,BUCAADM
s6,CONVIAS - 1,BUCABDM
s10,DEPTO DE ILUMINAÇÃO PÚBLICA,BUEAADM
s10,SUPERINTENDÊNCIA DE OBRAS VIÁRIAS,BUGAADM
s10,SUPERINTENDÊNCIA DE PROJ. VIÁRIOS,BUIAADM
s6,PROJ - 001,BUIABDM
s6,PROJ - 004,BUIACDM
s6,PROJ - 1,BUIADDM
s6,PROJ - 2,BUIAEDM
s6,PROJ - 3,BUIAFDM
s6,PROJ - 4,BUIAGDM
s6,PROJ - CEC,BUIAHDM
s10,DEPTO DE EDIFICAÇÕES,BUJAADM
s2,CONCURSOS,
s5,GABINETE DO SECRETÁRIO DO PREFEITO,CAAAADM
s6,LEIS,CABAADM
s6,DECRETOS,CACAADM
s6,RETIFICAÇÕES E RAZÕES DO VETO E EXTRATO DE CONVÊNIO E CONSÓRCIO,CADAADM
s6,PORTARIAS,CAEAADM
s6,TITULOS DE NOMEAÇÃO,CAFAADM
s6,ORDEM INTERNA,CAGAADM
s6,DESPACHOS DO PREFEITO,CAHAADM
s6,DESPACHOS DO CHEFE DE GABINETE DO SECRETÁRIO,CAIAADM
s5,GOVERNO MUNICIPAL,
s6,GABINETE DO SECRETÁRIO,CBAAADM
s5,SEGURANÇA URBANA,
s6,GABINETE DO SECRETÁRIO,CBCAADM
s10,CENTRO DE FORMAÇÃO EM SEGURANÇA URBANA,CBCABDM
s10,CORREGEDORIA GERAL DA GUARDA CIVIL METROPOLITANA,CBCBADM
s10,GUARDA CIVIL METROPOLITANA,CBCCADM
s6,GCM - DEPTO PESSOAL,CBCCBDM
s6,OUVIDORIA DA GUARDA CIVIL METROPOLITANA,CBCCCDM
s10,SUPERVISÃO GERAL DAS JUNTAS DE SERVIÇO MILITAR,CBDAADM
s10,COORDENADORIA MUNICIPAL DE DEFESA CIVIL - COMDEC,CBEAADM
s5,COMUNICAÇÃO,
s6,GABINETE DO SECRETÁRIO,CBMAADM
s6,RECURSOS HUMANOS,CBMAHDM
s5,TRABALHO E DO EMPREENDEDORISMO,
s6,GABINETE DO SECRETÁRIO,CBNAADM
s6,COMITÊ DE CONSTRUÇÃO DO ESTÁDIO DA COPA DO MUNDO DE FUTEBOL DE 2014,CBNBADM
s5,DIREITOS HUMANOS E CIDADANIA,
s6,GABINETE DO SECRETÁRIO,CBNXIDM
s6,COORDENADORIA DA JUVENTUDE,CBNXJDM
s6,COORDENADORIA DA MULHER,CBNXKDM
s6,COORDENADORIA DE ASSUNTOS DA POPULAÇÃO NEGRA,CBNXLDM
s6,COORDENADORIA DO IDOSO,CBNXMDM
s6,COORDENADORIA DE ASSUNTOS DE DIVERSIDADE SEXUAL,CBNXNDM
s6,COORDENADORIA DE PARTICIPAÇÃO SOCIAL,CBNXODM
