urn_p1,urn_p2,urn_p3,name,NOTA
br,mg,santo.antonio.monte,Santo Antônio do Monte,
br,mg,santo.antonio.retiro,Santo Antônio do Retiro,
br,mg,santo.antonio.rio.abaixo,Santo Antônio do Rio Abaixo,
br,mg,santo.hipolito,Santo Hipólito,
br,mg,santos.dumont,Santos Dumont,
br,mg,sao.bento.abade,São Bento Abade,
br,mg,sao.bras.suacui,São Brás do Suaçui,
br,mg,sao.domingos.dores,São Domingos das Dores,
br,mg,sao.domingos.prata,São Domingos do Prata,
br,mg,sao.felix.minas,São Félix de Minas,
br,mg,sao.francisco,São Francisco,
br,mg,sao.francisco.gloria,São Francisco do Glória,
br,mg,sao.francisco.paula,São Francisco de Paula,
br,mg,sao.francisco.sales,São Francisco de Sales,
br,mg,sao.geraldo,São Geraldo,
br,mg,sao.geraldo.baixio,São Geraldo do Baixio,
br,mg,sao.geraldo.piedade,São Geraldo da Piedade,
br,mg,sao.goncalo.abaete,São Gonçalo do Abaeté,
br,mg,sao.goncalo.para,São Gonçalo do Pará,
br,mg,sao.goncalo.rio.abaixo,São Gonçalo do Rio Abaixo,
br,mg,sao.goncalo.rio.preto,São Gonçalo do Rio Preto,
br,mg,sao.goncalo.sapucai,São Gonçalo do Sapucaí,
br,mg,sao.gotardo,São Gotardo,
br,mg,sao.joao.batista.gloria,São João Batista do Glória,
br,mg,sao.joao.del.rei,São João Del Rei,
br,mg,sao.joao.evangelista,São João Evangelista,
br,mg,sao.joao.lagoa,São João da Lagoa,
br,mg,sao.joao.manhuacu,São João do Manhuaçu,
br,mg,sao.joao.manteninha,São João do Manteninha,
br,mg,sao.joao.mata,São João da Mata,
br,mg,sao.joao.missoes,São João das Missões,
br,mg,sao.joao.nepomuceno,São João Nepomuceno,
br,mg,sao.joao.oriente,São João do Oriente,
br,mg,sao.joao.pacui,São João do Pacuí,
br,mg,sao.joao.paraiso,São João do Paraíso,
br,mg,sao.joao.ponte,São João da Ponte,
br,mg,sao.joaquim.bicas,São Joaquim de Bicas,
br,mg,sao.jose.alegre,São José do Alegre,
br,mg,sao.jose.barra,São José da Barra,
br,mg,sao.jose.divino,São José do Divino,
br,mg,sao.jose.goiabal,São José do Goiabal,
br,mg,sao.jose.jacuri,São José do Jacuri,
br,mg,sao.jose.lapa,São José da Lapa,
br,mg,sao.jose.mantimento,São José do Mantimento,
br,mg,sao.jose.safira,São José da Safira,
br,mg,sao.jose.varginha,São José da Varginha,
br,mg,sao.lourenco,São Lourenço,
br,mg,sao.miguel.anta,São Miguel do Anta,
br,mg,sao.pedro.ferros,São Pedro dos Ferros,
br,mg,sao.pedro.suacui,São Pedro do Suaçuí,
br,mg,sao.pedro.uniao,São Pedro da União,
br,mg,sao.romao,São Romão,
br,mg,sao.roque.minas,São Roque de Minas,
br,mg,sao.sebastiao.anta,São Sebastião do Anta,
br,mg,sao.sebastiao.bela.vista,São Sebastião da Bela Vista,
br,mg,sao.sebastiao.maranhao,São Sebastião do Maranhão,
br,mg,sao.sebastiao.oeste,São Sebastião do Oeste,
br,mg,sao.sebastiao.paraiso,São Sebastião do Paraíso,
br,mg,sao.sebastiao.rio.preto,São Sebastião do Rio Preto,
br,mg,sao.sebastiao.rio.verde,São Sebastião do Rio Verde,
br,mg,sao.sebastiao.vargem.alegre,São Sebastião da Vargem Alegre,
br,mg,sao.thome.letras,São Thomé das Letras,
br,mg,sao.tiago,São Tiago,
br,mg,sao.tomas.aquino,São Tomás de Aquino,
br,mg,sao.vicente.minas,São Vicente de Minas,
br,mg,sapucai.mirim,Sapucaí Mirim,
br,mg,sardoa,Sardoá,
br,mg,sarzedo,Sarzedo,
br,mg,sem.peixe,Sem Peixe,
br,mg,senador.amaral,Senador Amaral,
br,mg,senador.cortes,Senador Cortes,
br,mg,senador.firmino,Senador Firmino,
br,mg,senador.jose.bento,Senador José Bento,
br,mg,senador.modestino.goncalves,Senador Modestino Gonçalves,
br,mg,senhora.oliveira,Senhora de Oliveira,
br,mg,senhora.porto,Senhora do Porto,
br,mg,senhora.remedios,Senhora dos Remédios,
br,mg,sericita,Sericita,
br,mg,seritinga,Seritinga,
br,mg,serra.aimores,Serra dos Aimorés,
br,mg,serra.azul.minas,Serra Azul de Minas,
br,mg,serra.salitre,Serra do Salitre,
br,mg,serra.saudade,Serra da Saudade,
br,mg,serrania,Serrania,
br,mg,serranopolis.minas,Serranópolis de Minas,
br,mg,serranos,Serranos,
br,mg,serro,Serro,
br,mg,sete.lagoas,Sete Lagoas,
br,mg,setubinha,Setubinha,
br,mg,silveirania,Silveirânia,
br,mg,silvianopolis,Silvianópolis,
br,mg,simao.pereira,Simão Pereira,
br,mg,simonesia,Simonésia,
br,mg,sobralia,Sobrália,
br,mg,soledade.minas,Soledade de Minas,
br,mg,tabuleiro,Tabuleiro,
br,mg,taiobeiras,Taiobeiras,
br,mg,taparuba,Taparuba,
br,mg,tapira,Tapira,
br,mg,tapirai,Tapiraí,
br,mg,taquaracu.minas,Taquaraçu de Minas,
br,mg,tarumirim,Tarumirim,
br,mg,teixeiras,Teixeiras,
br,mg,teofilo.otoni,Teófilo Otoni,
br,mg,timoteo,Timóteo,
br,mg,tiradentes,Tiradentes,
br,mg,tiros,Tiros,
br,mg,tocantins,Tocantins,
br,mg,tocos.moji,Tocos do Moji,
br,mg,toledo,Toledo,
br,mg,tombos,Tombos,
br,mg,tres.coracoes,Três Corações,
br,mg,tres.marias,Três Marias,
br,mg,tres.pontas,Três Pontas,
br,mg,tumiritinga,Tumiritinga,
br,mg,tupaciguara,Tupaciguara,
br,mg,turmalina,Turmalina,
br,mg,turvolandia,Turvolândia,
br,mg,uba,Ubá,
br,mg,ubai,Ubaí,
br,mg,ubaporanga,Ubaporanga,
br,mg,uberaba,Uberaba,
br,mg,uberlandia,Uberlândia,
br,mg,umburatiba,Umburatiba,
br,mg,unai,Unaí,
br,mg,uniao.minas,União de Minas,
br,mg,uruana.minas,Uruana de Minas,
br,mg,urucania,Urucânia,
br,mg,urucuia,Urucuia,
br,mg,vargem.alegre,Vargem Alegre,
br,mg,vargem.bonita,Vargem Bonita,
br,mg,vargem.grande.rio.pardo,Vargem Grande do Rio Pardo,
br,mg,varginha,Varginha,
br,mg,varjao.minas,Varjão de Minas,
br,mg,varzea.palma,Várzea da Palma,
br,mg,varzelandia,Varzelândia,
br,mg,vazante,Vazante,
br,mg,verdelandia,Verdelândia,
br,mg,veredinha,Veredinha,
br,mg,verissimo,Veríssimo,
br,mg,vermelho.novo,Vermelho Novo,
br,mg,vespasiano,Vespasiano,
br,mg,vicosa,Viçosa,
br,mg,vieiras,Vieiras,
br,mg,virgem.lapa,Virgem da Lapa,
br,mg,virginia,Virgínia,
br,mg,virginopolis,Virginópolis,
br,mg,virgolandia,Virgolândia,
br,mg,visconde.rio.branco,Visconde do Rio Branco,
br,mg,volta.grande,Volta Grande,
br,mg,wenceslau.braz,Wenceslau Braz,
br,ms,agua.clara,Água Clara,
br,ms,alcinopolis,Alcinópolis,
br,ms,amambai,Amambai,
br,ms,anastacio,Anastácio,
br,ms,anaurilandia,Anaurilândia,
br,ms,angelica,Angélica,
br,ms,antonio.joao,Antônio João,
br,ms,aparecida.taboado,Aparecida do Taboado,
br,ms,aquidauana,Aquidauana,
br,ms,aral.moreira,Aral Moreira,
br,ms,bandeirantes,Bandeirantes,
br,ms,bataguassu,Bataguassu,
br,ms,bataypora,Batayporã,
br,ms,bela.vista,Bela Vista,
br,ms,bodoquena,Bodoquena,
br,ms,bonito,Bonito,
br,ms,brasilandia,Brasilândia,
br,ms,caarapo,Caarapó,
br,ms,camapua,Camapuã,
br,ms,campo.grande,Campo Grande,
br,ms,caracol,Caracol,
br,ms,cassilandia,Cassilândia,
br,ms,chapadao.sul,Chapadão do Sul,
br,ms,corguinho,Corguinho,
br,ms,coronel.sapucaia,Coronel Sapucaia,
br,ms,corumba,Corumbá,
br,ms,costa.rica,Costa Rica,
br,ms,coxim,Coxim,
br,ms,deodapolis,Deodápolis,
br,ms,dois.irmaos.buriti,Dois Irmãos do Buriti,
br,ms,douradina,Douradina,
br,ms,dourados,Dourados,
br,ms,eldorado,Eldorado,
br,ms,fatima.sul,Fátima do Sul,
br,ms,figueirao,Figueirão,
br,ms,gloria.dourados,Glória de Dourados,
br,ms,guia.lopes.laguna,Guia Lopes da Laguna,
br,ms,iguatemi,Iguatemi,
br,ms,inocencia,Inocência,
br,ms,itapora,Itaporã,
br,ms,itaquirai,Itaquiraí,
br,ms,ivinhema,Ivinhema,
br,ms,japora,Japorã,
br,ms,jaraguari,Jaraguari,
br,ms,jardim,Jardim,
br,ms,jatei,Jateí,
br,ms,juti,Juti,
br,ms,ladario,Ladário,
br,ms,laguna.carapa,Laguna Carapã,
br,ms,maracaju,Maracaju,
br,ms,miranda,Miranda,
br,ms,mundo.novo,Mundo Novo,
br,ms,navirai,Naviraí,
br,ms,nioaque,Nioaque,
br,ms,nova.alvorada.sul,Nova Alvorada do Sul,
br,ms,nova.andradina,Nova Andradina,
br,ms,novo.horizonte.sul,Novo Horizonte do Sul,
br,ms,paraiso.aguas,Paraíso das Águas,
br,ms,paranaiba,Paranaíba,
br,ms,paranhos,Paranhos,
br,ms,pedro.gomes,Pedro Gomes,
br,ms,ponta.pora,Ponta Porã,
br,ms,porto.murtinho,Porto Murtinho,
br,ms,ribas.rio.pardo,Ribas do Rio Pardo,
br,ms,rio.brilhante,Rio Brilhante,
br,ms,rio.negro,Rio Negro,
br,ms,rio.verde.mato.grosso,Rio Verde de Mato Grosso,
br,ms,rochedo,Rochedo,
br,ms,santa.rita.pardo,Santa Rita do Pardo,
br,ms,sao.gabriel.oeste,São Gabriel do Oeste,
br,ms,selviria,Selvíria,
br,ms,sete.quedas,Sete Quedas,
br,ms,sidrolandia,Sidrolândia,
br,ms,sonora,Sonora,
br,ms,tacuru,Tacuru,
br,ms,taquarussu,Taquarussu,
br,ms,terenos,Terenos,
br,ms,tres.lagoas,Três Lagoas,
br,ms,vicentina,Vicentina,
br,mt,acorizal,Acorizal,
br,mt,agua.boa,Água Boa,
br,mt,alta.floresta,Alta Floresta,
br,mt,alto.araguaia,Alto Araguaia,
br,mt,alto.boa.vista,Alto Boa Vista,
br,mt,alto.garcas,Alto Garças,
br,mt,alto.paraguai,Alto Paraguai,
br,mt,alto.taquari,Alto Taquari,
br,mt,apiacas,Apiacás,
br,mt,araguaiana,Araguaiana,
br,mt,araguainha,Araguainha,
br,mt,araputanga,Araputanga,
br,mt,arenapolis,Arenápolis,
br,mt,aripuana,Aripuanã,
br,mt,barao.melgaco,Barão de Melgaço,
br,mt,barra.bugres,Barra do Bugres,
br,mt,barra.garcas,Barra do Garças,
br,mt,bom.jesus.araguaia,Bom Jesus do Araguaia,
br,mt,brasnorte,Brasnorte,
br,mt,caceres,Cáceres,
br,mt,campinapolis,Campinápolis,
br,mt,campo.novo.parecis,Campo Novo do Parecis,
br,mt,campo.verde,Campo Verde,
br,mt,campos.julio,Campos de Júlio,
br,mt,canabrava.norte,Canabrava do Norte,
br,mt,canarana,Canarana,
br,mt,carlinda,Carlinda,
br,mt,castanheira,Castanheira,
br,mt,chapada.guimaraes,Chapada dos Guimarães,
br,mt,claudia,Cláudia,
br,mt,cocalinho,Cocalinho,
br,mt,colider,Colíder,
br,mt,colniza,Colniza,
br,mt,comodoro,Comodoro,
br,mt,confresa,Confresa,
br,mt,conquista.d.oeste,Conquista D'Oeste,
br,mt,cotriguacu,Cotriguaçu,
br,mt,cuiaba,Cuiabá,
br,mt,curvelandia,Curvelândia,
br,mt,denise,Denise,
br,mt,diamantino,Diamantino,
br,mt,dom.aquino,Dom Aquino,
br,mt,feliz.natal,Feliz Natal,
br,mt,figueiropolis.d.oeste,Figueirópolis D'Oeste,
br,mt,gaucha.norte,Gaúcha do Norte,
br,mt,general.carneiro,General Carneiro,
br,mt,gloria.d.oeste,Glória D'Oeste,
br,mt,guaranta.norte,Guarantã do Norte,
br,mt,guiratinga,Guiratinga,
br,mt,indiavai,Indiavaí,
br,mt,ipiranga.norte,Ipiranga do Norte,
br,mt,itanhanga,Itanhangá,
br,mt,itauba,Itaúba,
br,mt,itiquira,Itiquira,
br,mt,jaciara,Jaciara,
br,mt,jangada,Jangada,
br,mt,jauru,Jauru,
br,mt,juara,Juara,
br,mt,juina,Juína,
br,mt,juruena,Juruena,
br,mt,juscimeira,Juscimeira,
br,mt,lambari.d.oeste,Lambari D'Oeste,
br,mt,lucas.rio.verde,Lucas do Rio Verde,
br,mt,luciara,Luciara,
br,mt,marcelandia,Marcelândia,
br,mt,matupa,Matupá,
br,mt,mirassol.d.oeste,Mirassol d'Oeste,
br,mt,nobres,Nobres,
br,mt,nortelandia,Nortelândia,
br,mt,nossa.senhora.livramento,Nossa Senhora do Livramento,
br,mt,nova.bandeirantes,Nova Bandeirantes,
br,mt,nova.brasilandia,Nova Brasilândia,
br,mt,nova.canaa.norte,Nova Canaã do Norte,
br,mt,nova.guarita,Nova Guarita,
br,mt,nova.lacerda,Nova Lacerda,
br,mt,nova.marilandia,Nova Marilândia,
br,mt,nova.maringa,Nova Maringá,
br,mt,nova.monte.verde,Nova Monte Verde,
br,mt,nova.mutum,Nova Mutum,
br,mt,nova.nazare,Nova Nazaré,
br,mt,nova.olimpia,Nova Olímpia,
br,mt,nova.santa.helena,Nova Santa Helena,
br,mt,nova.ubirata,Nova Ubiratã,
br,mt,nova.xavantina,Nova Xavantina,
br,mt,novo.horizonte.norte,Novo Horizonte do Norte,
br,mt,novo.mundo,Novo Mundo,
br,mt,novo.santo.antonio,Novo Santo Antônio,
br,mt,novo.sao.joaquim,Novo São Joaquim,
br,mt,paranaita,Paranaíta,
br,mt,paranatinga,Paranatinga,
br,mt,pedra.preta,Pedra Preta,
br,mt,peixoto.azevedo,Peixoto de Azevedo,
br,mt,planalto.serra,Planalto da Serra,
br,mt,pocone,Poconé,
br,mt,pontal.araguaia,Pontal do Araguaia,
br,mt,ponte.branca,Ponte Branca,
br,mt,pontes.lacerda,Pontes e Lacerda,
br,mt,porto.alegre.norte,Porto Alegre do Norte,
br,mt,porto.esperidiao,Porto Esperidião,
br,mt,porto.estrela,Porto Estrela,
br,mt,porto.gauchos,Porto dos Gaúchos,
br,mt,poxoreo,Poxoréo,
br,mt,primavera.leste,Primavera do Leste,
br,mt,querencia,Querência,
br,mt,reserva.cabacal,Reserva do Cabaçal,
br,mt,ribeirao.cascalheira,Ribeirão Cascalheira,
br,mt,ribeiraozinho,Ribeirãozinho,
br,mt,rio.branco,Rio Branco,
br,mt,rondolandia,Rondolândia,
br,mt,rondonopolis,Rondonópolis,
br,mt,rosario.oeste,Rosário Oeste,
br,mt,salto.ceu,Salto do Céu,
br,mt,santa.carmem,Santa Carmem,
br,mt,santa.cruz.xingu,Santa Cruz do Xingu,
br,mt,santa.rita.trivelato,Santa Rita do Trivelato,
br,mt,santa.terezinha,Santa Terezinha,
br,mt,santo.afonso,Santo Afonso,
br,mt,santo.antonio.leste,Santo Antônio do Leste,
br,mt,santo.antonio.leverger,Santo Antônio do Leverger,
br,mt,sao.felix.araguaia,São Félix do Araguaia,
br,mt,sao.jose.povo,São José do Povo,
br,mt,sao.jose.quatro.marcos,São José dos Quatro Marcos,
br,mt,sao.jose.rio.claro,São José do Rio Claro,
br,mt,sao.jose.xingu,São José do Xingu,
br,mt,sao.pedro.cipa,São Pedro da Cipa,
br,mt,sapezal,Sapezal,
br,mt,serra.nova.dourada,Serra Nova Dourada,
br,mt,sinop,Sinop,
br,mt,sorriso,Sorriso,
br,mt,tabapora,Tabaporã,
br,mt,tangara.serra,Tangará da Serra,
br,mt,tapurah,Tapurah,
br,mt,terra.nova.norte,Terra Nova do Norte,
br,mt,tesouro,Tesouro,
br,mt,torixoreu,Torixoréu,
br,mt,uniao.sul,União do Sul,
br,mt,vale.sao.domingos,Vale de São Domingos,
br,mt,varzea.grande,Várzea Grande,
br,mt,vera,Vera,
br,mt,vila.bela.santissima.trindade,Vila Bela da Santíssima Trindade,
br,mt,vila.rica,Vila Rica,
br,pa,abaetetuba,Abaetetuba,
br,pa,abel.figueiredo,Abel Figueiredo,
br,pa,acara,Acará,
br,pa,afua,Afuá,
br,pa,agua.azul.norte,Água Azul do Norte,
br,pa,alenquer,Alenquer,
br,pa,almeirim,Almeirim,
br,pa,altamira,Altamira,
br,pa,anajas,Anajás,
br,pa,ananindeua,Ananindeua,
br,pa,anapu,Anapu,
br,pa,augusto.correa,Augusto Corrêa,
br,pa,aurora.para,Aurora do Pará,
br,pa,aveiro,Aveiro,
br,pa,bagre,Bagre,
br,pa,baiao,Baião,
br,pa,bannach,Bannach,
br,pa,barcarena,Barcarena,
br,pa,belem,Belém,
br,pa,belterra,Belterra,
br,pa,benevides,Benevides,
br,pa,bom.jesus.tocantins,Bom Jesus do Tocantins,
br,pa,bonito,Bonito,
br,pa,braganca,Bragança,
br,pa,brasil.novo,Brasil Novo,
br,pa,brejo.grande.araguaia,Brejo Grande do Araguaia,
br,pa,breu.branco,Breu Branco,
br,pa,breves,Breves,
br,pa,bujaru,Bujaru,
br,pa,cachoeira.arari,Cachoeira do Arari,
br,pa,cachoeira.piria,Cachoeira do Piriá,
br,pa,cameta,Cametá,
br,pa,canaa.carajas,Canaã dos Carajás,
br,pa,capanema,Capanema,
br,pa,capitao.poco,Capitão Poço,
br,pa,castanhal,Castanhal,
br,pa,chaves,Chaves,
br,pa,colares,Colares,
br,pa,conceicao.araguaia,Conceição do Araguaia,
br,pa,concordia.para,Concórdia do Pará,
br,pa,cumaru.norte,Cumaru do Norte,
br,pa,curionopolis,Curionópolis,
br,pa,curralinho,Curralinho,
br,pa,curua,Curuá,
br,pa,curuca,Curuçá,
br,pa,dom.eliseu,Dom Eliseu,
br,pa,eldorado.carajas,Eldorado dos Carajás,
br,pa,faro,Faro,
br,pa,floresta.araguaia,Floresta do Araguaia,
br,pa,garrafao.norte,Garrafão do Norte,
br,pa,goianesia.para,Goianésia do Pará,
br,pa,gurupa,Gurupá,
br,pa,igarape.acu,Igarapé-Açu,
br,pa,igarape.miri,Igarapé-Miri,
br,pa,inhangapi,Inhangapi,
br,pa,ipixuna.para,Ipixuna do Pará,
br,pa,irituia,Irituia,
br,pa,itaituba,Itaituba,
br,pa,itupiranga,Itupiranga,
br,pa,jacareacanga,Jacareacanga,
br,pa,jacunda,Jacundá,
br,pa,juruti,Juruti,
br,pa,limoeiro.ajuru,Limoeiro do Ajuru,
br,pa,mae.rio,Mãe do Rio,
br,pa,magalhaes.barata,Magalhães Barata,
br,pa,maraba,Marabá,
br,pa,maracana,Maracanã,
br,pa,marapanim,Marapanim,
br,pa,marituba,Marituba,
br,pa,medicilandia,Medicilândia,
br,pa,melgaco,Melgaço,
br,pa,mocajuba,Mocajuba,
br,pa,moju,Moju,
br,pa,monte.alegre,Monte Alegre,
br,pa,muana,Muaná,
br,pa,nova.esperanca.piria,Nova Esperança do Piriá,
br,pa,nova.ipixuna,Nova Ipixuna,
br,pa,nova.timboteua,Nova Timboteua,
br,pa,novo.progresso,Novo Progresso,
br,pa,novo.repartimento,Novo Repartimento,
br,pa,obidos,Óbidos,
br,pa,oeiras.para,Oeiras do Pará,
br,pa,oriximina,Oriximiná,
br,pa,ourem,Ourém,
br,pa,ourilandia.norte,Ourilândia do Norte,
br,pa,pacaja,Pacajá,
br,pa,palestina.para,Palestina do Pará,
br,pa,paragominas,Paragominas,
br,pa,parauapebas,Parauapebas,
br,pa,pau.d.arco,Pau D'Arco,
br,pa,peixe.boi,Peixe-Boi,
br,pa,picarra,Piçarra,
br,pa,placas,Placas,
br,pa,ponta.pedras,Ponta de Pedras,
br,pa,portel,Portel,
br,pa,porto.moz,Porto de Moz,
br,pa,prainha,Prainha,
br,pa,primavera,Primavera,
br,pa,quatipuru,Quatipuru,
br,pa,redencao,Redenção,
br,pa,rio.maria,Rio Maria,
br,pa,rondon.para,Rondon do Pará,
br,pa,ruropolis,Rurópolis,
br,pa,salinopolis,Salinópolis,
br,pa,salvaterra,Salvaterra,
br,pa,santa.barbara.para,Santa Bárbara do Pará,
br,pa,santa.cruz.arari,Santa Cruz do Arari,
br,pa,santa.isabel.para,Santa Isabel do Pará,
br,pa,santa.luzia.para,Santa Luzia do Pará,
br,pa,santa.maria.barreiras,Santa Maria das Barreiras,
br,pa,santa.maria.para,Santa Maria do Pará,
br,pa,santana.araguaia,Santana do Araguaia,
br,pa,santarem,Santarém,
br,pa,santarem.novo,Santarém Novo,
br,pa,santo.antonio.taua,Santo Antônio do Tauá,
br,pa,sao.caetano.odivelas,São Caetano de Odivelas,
br,pa,sao.domingos.araguaia,São Domingos do Araguaia,
br,pa,sao.domingos.capim,São Domingos do Capim,
br,pa,sao.felix.xingu,São Félix do Xingu,
br,pa,sao.francisco.para,São Francisco do Pará,
br,pa,sao.geraldo.araguaia,São Geraldo do Araguaia,
br,pa,sao.joao.araguaia,São João do Araguaia,
br,pa,sao.joao.pirabas,São João de Pirabas,
br,pa,sao.joao.ponta,São João da Ponta,
br,pa,sao.miguel.guama,São Miguel do Guamá,
br,pa,sao.sebastiao.boa.vista,São Sebastião da Boa Vista,
br,pa,sapucaia,Sapucaia,
br,pa,senador.jose.porfirio,Senador José Porfírio,
br,pa,soure,Soure,
br,pa,tailandia,Tailândia,
br,pa,terra.alta,Terra Alta,
br,pa,terra.santa,Terra Santa,
br,pa,tome.acu,Tomé-Açu,
br,pa,tracuateua,Tracuateua,
br,pa,trairao,Trairão,
br,pa,tucuma,Tucumã,
br,pa,tucurui,Tucuruí,
br,pa,ulianopolis,Ulianópolis,
br,pa,uruara,Uruará,
br,pa,vigia,Vigia,
br,pa,viseu,Viseu,
br,pa,vitoria.xingu,Vitória do Xingu,
br,pa,xinguara,Xinguara,
br,pb,agua.branca,Água Branca,"corrigido todos de ""Paiba"" para ""Paraíba""=PB"
br,pb,aguiar,Aguiar,
br,pb,alagoa.grande,Alagoa Grande,
br,pb,alagoa.nova,Alagoa Nova,
br,pb,alagoinha,Alagoinha,
br,pb,alcantil,Alcantil,
br,pb,algodao.jandaira,Algodão de Jandaíra,
br,pb,alhandra,Alhandra,
br,pb,amparo,Amparo,
br,pb,aparecida,Aparecida,
br,pb,aracagi,Araçagi,
br,pb,arara,Arara,
br,pb,araruna,Araruna,
br,pb,areia,Areia,
br,pb,areia.baraunas,Areia de Baraúnas,
br,pb,areial,Areial,
br,pb,aroeiras,Aroeiras,
br,pb,assuncao,Assunção,
br,pb,baia.traicao,Baía da Traição,
br,pb,bananeiras,Bananeiras,
br,pb,barauna,Baraúna,
br,pb,barra.santa.rosa,Barra de Santa Rosa,
br,pb,barra.santana,Barra de Santana,
br,pb,barra.sao.miguel,Barra de São Miguel,
br,pb,bayeux,Bayeux,
br,pb,belem,Belém,
br,pb,belem.brejo.cruz,Belém do Brejo do Cruz,
br,pb,bernardino.batista,Bernardino Batista,
br,pb,boa.ventura,Boa Ventura,
br,pb,boa.vista,Boa Vista,
br,pb,bom.jesus,Bom Jesus,
br,pb,bom.sucesso,Bom Sucesso,
br,pb,bonito.santa.fe,Bonito de Santa Fé,
br,pb,boqueirao,Boqueirão,
br,pb,borborema,Borborema,
br,pb,brejo.cruz,Brejo do Cruz,
br,pb,brejo.santos,Brejo dos Santos,
br,pb,caapora,Caaporã,
br,pb,cabaceiras,Cabaceiras,
br,pb,cabedelo,Cabedelo,
br,pb,cachoeira.indios,Cachoeira dos Índios,
br,pb,cacimba.areia,Cacimba de Areia,
br,pb,cacimba.dentro,Cacimba de Dentro,
br,pb,cacimbas,Cacimbas,
br,pb,caicara,Caiçara,
br,pb,cajazeiras,Cajazeiras,
br,pb,cajazeirinhas,Cajazeirinhas,
br,pb,caldas.brandao,Caldas Brandão,
br,pb,camalau,Camalaú,
br,pb,campina.grande,Campina Grande,
br,pb,campo.santana,Campo de Santana,
br,pb,capim,Capim,
br,pb,caraubas,Caraúbas,
br,pb,carrapateira,Carrapateira,
br,pb,casserengue,Casserengue,
br,pb,catingueira,Catingueira,
br,pb,catole.rocha,Catolé do Rocha,
br,pb,caturite,Caturité,
br,pb,conceicao,Conceição,
br,pb,condado,Condado,
br,pb,conde,Conde,
br,pb,congo,Congo,
br,pb,coremas,Coremas,
br,pb,coxixola,Coxixola,
br,pb,cruz.espirito.santo,Cruz do Espírito Santo,
br,pb,cubati,Cubati,
br,pb,cuite,Cuité,
br,pb,cuite.mamanguape,Cuité de Mamanguape,
br,pb,cuitegi,Cuitegi,
br,pb,curral.cima,Curral de Cima,
br,pb,curral.velho,Curral Velho,
br,pb,damiao,Damião,
br,pb,desterro,Desterro,
br,pb,diamante,Diamante,
br,pb,dona.ines,Dona Inês,
br,pb,duas.estradas,Duas Estradas,
br,pb,emas,Emas,
br,pb,esperanca,Esperança,
br,pb,fagundes,Fagundes,
br,pb,frei.martinho,Frei Martinho,
br,pb,gado.bravo,Gado Bravo,
br,pb,guarabira,Guarabira,
br,pb,gurinhem,Gurinhém,
br,pb,gurjao,Gurjão,
br,pb,ibiara,Ibiara,
br,pb,igaracy,Igaracy,
br,pb,imaculada,Imaculada,
br,pb,inga,Ingá,
br,pb,itabaiana,Itabaiana,
br,pb,itaporanga,Itaporanga,
br,pb,itapororoca,Itapororoca,
br,pb,itatuba,Itatuba,
br,pb,jacarau,Jacaraú,
br,pb,jerico,Jericó,
br,pb,joao.pessoa,João Pessoa,
br,pb,juarez.tavora,Juarez Távora,
br,pb,juazeirinho,Juazeirinho,
br,pb,junco.serido,Junco do Seridó,
br,pb,juripiranga,Juripiranga,
br,pb,juru,Juru,
br,pb,lagoa,Lagoa,
br,pb,lagoa.dentro,Lagoa de Dentro,
br,pb,lagoa.seca,Lagoa Seca,
br,pb,lastro,Lastro,
